12091144000180010120253101202501022025FUNDO DE PREVIDENCIA SOCIAL RPPS                                                
2018300000000000000DESPESAS CORRENTES                                                                                            S01
2019449036450000000DESENVOLVIMENTO DE SOFTWARE                                                                                   A06
2019449036460000000AQUISIO DE SOFTWARE                                                                                           A06
2019449036540000000MELHORIA MANUTENCAO E SUPORTE DE EQUIPAMENTOS DE TIC                                                          A06
2019449036570000000SERVIOS TCNICOS PROFISSIONAIS DE TIC                                                                          A06
2019449036990000000OUTROS SERVICOS DE TERCEIROS - PESSOA  FISICA                                                                 A06
2019449037000000000LOCAO DE MO-DE-OBRA                                                                                           S05
2019449037990000000OUTRAS LOCACOES DE MAO-DE-OBRA                                                                                A06
2019449039000000000OUTROS SERVIOS DE TERCEIROS - PESSOA JURDICA                                                                  S05
2019449039940000000AQUISICAO DE SOFTWARES                                                                                        A06
2019449039990000000OUTROS SERVICOS                                                                                               A06
2019449040000000000SERVIOS DE TECNOLOGIA DA INFORMAO E COMUNICAO - PJ                                                            S05
2019449040010000000DESENVOLVIMENTO DE SOFTWARE                                                                                   A06
2019449040020000000MANUTENO EVOLUTIVA DE SOFTWARE                                                                                A06
2019449040030000000SERVIOS TCNICOS PROFISSIONAIS DE TIC                                                                          A06
2019449040040000000MELHORIA MANUTENCAO E SUPORTE DE EQUIPAMENTOS DE TIC                                                          A06
2019449040050000000AQUISIO DE SOFTWARE PRONTO                                                                                    A06
2019449040060000000AQUISIO DE SOFTWARE SOB ENCOMENDA OU CUSTOMIZADO                                                              A06
2019449042000000000AUXLIOS                                                                                                       A05
2019449051000000000OBRAS E INSTALAES                                                                                             S05
2019449051800000000ESTUDOS E PROJETOS                                                                                            A06
2019449051910000000OBRAS EM ANDAMENTO                                                                                            A06
2019449051920000000INSTALACOES                                                                                                   A06
2019449051930000000BENFEITORIAS EM PROPRIEDADES DE TERCEIROS                                                                     A06
2019449051960000000ALMOXARIFADO DE OBRAS                                                                                         A06
2019449051990000000OUTRAS OBRAS E INSTALACOES                                                                                    S06
2019449051990200000REFORMAS E ADEQUACOES                                                                                         A07
2019449052000000000EQUIPAMENTOS E MATERIAL PERMANENTE                                                                            S05
2019449052020000000AERONAVES                                                                                                     A06
2019449052040000000APARELHOS DE MEDICAO E ORIENTACAO                                                                             A06
2019449052060000000APARELHOS E EQUIPAMENTOS DE COMUNICACAO                                                                       A06
2019449052080000000APARELHOS EQUIPAMENTOS E UTENSILIOS MEDICOS ODONTOLOGICOS LABORATORIAIS E HOSPITALARES                        A06
2019449052100000000APARELHOS E EQUIPAMENTOS PARA  ESPORTES E DIVERSOES                                                           A06
2019449052120000000APARELHOS E UTENSILIOS DOMESTICOS                                                                             A06
2019449052140000000ARMAMENTOS                                                                                                    A06
2019449052180000000COLECOES E MATERIAIS BIBLIOGRAFICOS                                                                           A06
2019449052190000000DISCOTECAS E FILMOTECAS                                                                                       A06
2019449052200000000EMBARCACOES                                                                                                   A06
2019449052220000000EQUIPAMENTOS DE MANOBRA E PATRULHAMENTO                                                                       A06
2019449052240000000EQUIPAMENTO DE PROTECAO SEGURANCA E SOCORRO                                                                   A06
2019449052260000000INSTRUMENTOS MUSICAIS E ARTISTICOS                                                                            A06
2019449052280000000MAQUINAS E EQUIPAMENTOS  DE NATUREZA INDUSTRIAL                                                               A06
2019449052300000000MAQUINAS E EQUIPAMENTOS ENERGETICOS                                                                           A06
2019449052320000000MAQUINAS E EQUIPAMENTOS GRAFICOS                                                                              A06
2019449052330000000EQUIPAMENTOS PARA AUDIO VIDEO E FOTO                                                                          A06
2019449052340000000MAQUINAS  UTENSILIOS E EQUIPAMENTOS  DIVERSOS                                                                 A06
2019449052350000000MATERIAL DE TIC PERMANENTE                                                                                    A06
2019449052360000000MAQUINAS INSTALACOES E UTENSILIOS DE ESCRITORIO                                                               A06
2019449052370000000EQUIPAMENTOS DE TIC - ATIVOS DE REDE                                                                          A06
2019449052380000000MAQUINAS FERRAMENTAS E UTENSILIOS DE OFICINA                                                                  A06
2019449052390000000EQUIPAMENTOS E UTENSILIOS HIDRAULICOS E ELETRICOS                                                             A06
2019449052400000000MAQUINAS E EQUIPAMENTOS AGRICOLAS  E RODOVIARIOS                                                              A06
2019449052410000000EQUIPAMENTOS DE TIC - COMPUTADORES                                                                            A06
2019449052420000000MOBILIARIO EM GERAL                                                                                           A06
2019449052430000000EQUIPAMENTOS DE TIC - SERVIDORES/STORAGE                                                                      A06
2019449052440000000OBRAS DE ARTE E PECAS PARA EXPOSICAO                                                                          A06
2019449052450000000EQUIPAMENTOS DE TIC - IMPRESSORAS                                                                             A06
2019449052460000000SEMOVENTES E EQUIPAMENTOS DE MONTARIA                                                                         A06
2019449052470000000EQUIPAMENTOS DE TIC - TELEFONIA                                                                               A06
2019449052480000000VEICULOS DIVERSOS                                                                                             A06
2019449052500000000VEICULOS FERROVIARIOS                                                                                         A06
2019449052510000000PECAS NAO INCORPORAVEIS A IMOVEIS                                                                             A06
2019449052520000000VEICULOS DE TRACAO MECANICA                                                                                   A06
2019449052570000000ACESSORIOS PARA AUTOMOVEIS                                                                                    A06
2019449052580000000EQUIPAMENTOS DE MERGULHO E SALVAMENTO                                                                         A06
2019449052830000000EQUIPAMENTOS  E SISTEMAS DE PROTECAO E VIGILANCIA AMBIENTAL                                                   A06
2019449052870000000MATERIAL DE CONSUMO DE USO DURADOURO                                                                          A06
2019449052960000000EQUIPAMENTO E MATERIAL PERMANENTE - PAGAMENTO ANTECIPADO                                                      A06
2019449052990000000OUTROS MATERIAIS PERMANENTES                                                                                  A06
2019449061000000000AQUISIO DE IMVEIS                                                                                             S05
2019449061010000000EDIFICIOS - REALIZACAO DE OBRAS                                                                               A06
2019449061030000000TERRENOS                                                                                                      A06
2019449061060000000SALAS E ESCRITORIOS                                                                                           A06
2019449061070000000CASAS E APARTAMENTOS                                                                                          A06
2019449061080000000ARMAZENS E SILOS                                                                                              A06
2019449061990000000OUTRAS AQUISICOES DE BENS IMOVEIS                                                                             A06
2019449091000000000SENTENAS JUDICIAIS                                                                                            S05
2019449091030000000LIMINARES EM MANDADOS DE SEGURANCA                                                                            A06
2019449091050000000SENTENCAS JUDICIAIS TRANSITADAS EM JULGADO                                                                    A06
2019449091990000000DIVERSAS SENTENCAS                                                                                            A06
2019449092000000000DESPESAS DE EXERCCIOS ANTERIORES                                                                              S05
2019449092010000000OBRAS E INSTALACOES                                                                                           A06
2019449092020000000EQUIPAMENTOS E MATERIAL PERMANENTE                                                                            A06
2019449092920000000MATERIAL DE CONSUMO                                                                                           A06
2019449092990000000OUTRAS DESPESAS DE EXERCICIOS ANTERIORES                                                                      A06
2019449093000000000INDENIZAES E RESTITUIES                                                                                       S05
2019449093010000000INDENIZACAO                                                                                                   A06
2019449093020000000RESTITUICOES                                                                                                  A06
2019449093030000000BENS MOVEIS EM PODER DE TERCEIROS                                                                             A06
2019449093990000000DIVERSAS INDENIZACOES E RESTITUICOES                                                                          A06
2019449100000000000APLICAO DIRETA DECORRENTE DE OPERAO ENTRE RGOS FUNDOS E ENTIDADES INTEGRANTES DOS ORAMENTOS                   S04
2019449151000000000OBRAS E INSTALAES                                                                                             A05
2019449152000000000EQUIPAMENTOS E MATERIAL PERMANENTE                                                                            S05
2019449152480000000VEICULOS DIVERSOS                                                                                             A06
2019449300000000000APLICAO DIRETA DECORRENTE DE OPERAO DE RGOS FUNDOS E ENTIDADES INTEGRANTES DOS ORAMENTOS FIS                  S04
2019449351000000000OBRAS E INSTALAES                                                                                             A05
2019449400000000000APLICAO DIRETA DECORRENTE DE OPERAO DE RGOS FUNDOS E ENTIDADES INTEGRANTES DOS ORAMENTOS FIS                  S04
2019449451000000000OBRAS E INSTALAES                                                                                             A05
2019450000000000000INVERSES FINANCEIRAS                                                                                          S02
2019452000000000000TRANSFERNCIAS  UNIO                                                                                           S03
2019452042000000000AUXLIOS                                                                                                       S05
2019452042990000000OUTROS AUXILIOS                                                                                               A06
2019452093000000000INDENIZAES E RESTITUIES                                                                                       S05
2019452093990000000OUTRAS INDENIZACOES E RESTITUICOES                                                                            S06
2019452093990100000RESTITUICAO DE CONVENIOS E TRANSFERENCIAS RECEBIDAS DA UNIAO                                                  A07
2019453000000000000TRANSFERNCIAS A ESTADOS E AO DISTRITO FEDERAL                                                                 S03
2019453041000000000CONTRIBUIES                                                                                                   S05
2019453041390000000RIO GRANDE DO SUL                                                                                             A06
2019453042000000000AUXLIOS                                                                                                       S05
2019453042390000000RIO GRANDE DO SUL                                                                                             A06
2019453093000000000INDENIZAES E RESTITUIES                                                                                       S05
2019453093990000000DIVERSAS INDENIZACOES E RESTITUICOES                                                                          S06
2019453093990100000RESTITUICAO DE  CONVENIOS E TRANSFERENCIAS RECEBIDAS DO ESTADO                                                A07
2019453200000000000EXECUO ORAMENTRIA DELEGADA A ESTADOS E AO DISTRITO FEDERAL                                                    S04
2019453261000000000AQUISIO DE IMVEIS                                                                                             A05
2019454000000000000TRANSFERNCIAS A MUNICPIOS                                                                                     S03
2019454042000000000AUXLIOS                                                                                                       S05
2019454042990000000OUTROS AUXILIOS                                                                                               A06
2019454093000000000INDENIZAES E RESTITUIES                                                                                       S05
2019454093990000000DIVERSAS INDENIZACOES E RESTITUICOES                                                                          S06
2019454093990100000RESTITUICOES DE CONVENIOS E TRANSFERENCIAS RECEBIDAS DOS MUNICIPIOS                                           A07
2019459000000000000APLICAES DIRETAS                                                                                              S03
2019459042000000000AUXLIOS                                                                                                       S05
2019459042990000000OUTROS AUXILIOS                                                                                               A06
2019459061000000000AQUISIO DE IMVEIS                                                                                             S05
2019459061010000000EDIFICIOS                                                                                                     A06
2019459061020000000GLEBAS E FAZENDAS                                                                                             A06
2019459061030000000TERRENOS                                                                                                      A06
2019459061040000000FLORESTAS                                                                                                     A06
2019459061060000000SALAS E ESCRITORIOS                                                                                           A06
2019459061070000000APARTAMENTOS                                                                                                  A06
2019459061080000000ARMAZENS E SILOS                                                                                              A06
2019459061910000000OBRAS EM ANDAMENTO                                                                                            A06
2019459061920000000INSTALACOES                                                                                                   A06
2019459061990000000OUTROS BENS IMOVEIS                                                                                           A06
2019459062000000000AQUISIO DE PRODUTOS PARA REVENDA                                                                              S05
2019459062990000000OUTROS BENS PARA REVENDA                                                                                      A06
2019459063000000000AQUISIO DE TTULOS DE CRDITO                                                                                   S05
2019459063990000000DIVERSAS AQUISICOES DE TITULOS DE CREDITO                                                                     A06
2019459064000000000AQUISIO DE TTULOS REPRESENTATIVOS DE CAPITAL J INTEGRALIZADO                                                  S05
2019459064990000000OUTROS DIREITOS                                                                                               A06
2019459065000000000CONSTITUIO OU AUMENTO DE CAPITAL DE EMPRESAS                                                                  A05
2019459066000000000CONCESSO DE EMPRSTIMOS E FINANCIAMENTOS                                                                       S05
2019459066010000000EMPRESTIMOS CONCEDIDOS                                                                                        S06
2019459066010100000CONCESSAO DE EMPRESTIMOS A CONTRIBUINTES ART32 3  I LRF                                                       A07
2019459066020000000FINANCIAMENTOS CONCEDIDOS                                                                                     S06
2019459066020100000CONCESSAO DE FINANCIAMENTOS A CONTRIBUINTES ART32 3 I LRF                                                     A07
2019459066020200000FINANCIAMENTOS PARA PEQUENOS PRODUTORES RURAIS                                                                A07
2019459066030000000FINANCIAMENTOS - ESTUDANTE DE ENSINO SUPERIOR                                                                 A06
2019459066990000000OUTROS EMPRESTIMOS E FINANCIAMENTOS                                                                           A06
2019459067000000000DEPSITOS COMPULSRIOS                                                                                          S05
2019459067010000000DEPOSITOS JUDICIAIS                                                                                           A06
2019459067990000000DIVERSOS DEPOSITOS COMPULSORIOS                                                                               A06
2019459091000000000SENTENAS JUDICIAIS                                                                                            S05
2019459091050000000SENTENCAS JUDICIAIS TRANSITADAS EM JULGADO                                                                    A06
2019459091990000000DIVERSAS SENTENCAS                                                                                            A06
2019459092000000000DESPESAS DE EXERCCIOS ANTERIORES                                                                              S05
2019459092990000000OUTRAS DESPESAS DE EXERCICIOS ANTERIORES                                                                      A06
2019459093000000000INDENIZAES E RESTITUIES                                                                                       S05
2019459093010000000INDENIZACOES                                                                                                  A06
2019459093020000000RESTITUICOES                                                                                                  A06
2019459093990000000DIVERSAS INDENIZACOES E RESTITUICOES                                                                          A06
2019459100000000000APLICAO DIRETA DECORRENTE DE OPERAO ENTRE RGOS FUNDOS E ENTIDADES INTEGRANTES DOS ORAMENTOS                   S04
2019459161000000000AQUISIO DE IMVEIS                                                                                             S05
2019459161010000000EDIFICIOS                                                                                                     A06
2019459161030000000TERRENOS                                                                                                      A06
2019459161060000000SALAS E ESCRITORIOS                                                                                           A06
2019459161990000000OUTROS BENS IMOVEIS                                                                                           A06
2019460000000000000AMORTIZAO DA DVIDA                                                                                            S02
2019467100000000000TRANSFERNCIAS A CONSRCIOS PBLICOS                                                                             S04
2019467170000000000RATEIO PELA PARTICIPAO EM CONSRCIO PBLICO                                                                     S05
2019467170010000000COFRON                                                                                                        A06
2019467170020000000CISMISSOES                                                                                                    A06
2019467170030000000CIGRES                                                                                                        A06
2019469000000000000APLICAES DIRETAS                                                                                              S03
2019469042000000000AUXLIOS                                                                                                       S05
2019469042990000000OUTROS AUXILIOS                                                                                               A06
2019469071000000000PRINCIPAL DA DVIDA CONTRATUAL RESGATADO                                                                       S05
2019469071010000000AMORTIZACAO DA DIVIDA CONTRATADA COM INSTITUICOES FINANCEIRAS                                                 A06
2019469071020000000AMORTIZACAO DA DIVIDA CONTRATADA COM GOVERNOS                                                                 A06
2019469071030000000AMORTIZACAO DA DIVIDA CONTRATADA NO EXTERIOR                                                                  A06
2019469071990000000OUTRAS AMORTIZAES DA DVIDA CONTRATADA                                                                         A06
2019469072000000000PRINCIPAL DA DVIDA MOBILIRIA RESGATADO                                                                        S05
2019469072010000000DIVIDA MOBILIARIA                                                                                             A06
2019469073000000000CORREO MONETRIA OU CAMBIAL DA DVIDA CONTRATUAL RESGATADA                                                      S05
2019469073990000000CORRECAO MONETARIA E CAMBIAL DA DIVIDA CONTRATADA                                                             A06
2019469074000000000CORREO MONETRIA OU CAMBIAL DA DVIDA MOBILIRIA RESGATADA                                                       S05
2019469074010000000DIVIDA MOBILIARIA                                                                                             A06
2019469075000000000CORREO MONETRIA DA DVIDA DE OPERAES DE CRDITO POR  ANTECIPAO DA RECEITA                                       S05
2019469075990000000DIVERSAS CORRECOES MONETARIAS DE OPERACOES DE CREDITO POR ANTECIPACAO DA RECEITA                              A06
2019469076000000000PRINCIPAL CORRIGIDO DA DVIDA MOBILIRIA REFINANCIADO                                                           S05
2019469076010000000DIVIDA MOBILIARIA                                                                                             S06
2019469076010100000DIVIDA MOBILIARIA INTERNA                                                                                     A07
2019469076010200000DIVIDA MOBILIARIA EXTERNA                                                                                     A07
2019469077000000000PRINCIPAL CORRIGIDO DA DVIDA CONTRATUAL REFINANCIADO                                                          S05
2019469077010000000AMORTIZACAO DA DIVIDA CONTRATUAL REFINANCIADA COM INSTITUICOES FINANCEIRA                                     A06
2019469077020000000AMORTIZACAO DA  DIVIDA CONTRATUAL REFINANCIADA COM GOVERNOS                                                   A06
2019469077030000000AMORTIZACAO DA DIVIDA CONTRATUAL REFINANCIADA NO EXTERIOR                                                     A06
2019469091000000000SENTENAS JUDICIAIS                                                                                            S05
2019469091990000000DIVERSAS SENTENCAS                                                                                            A06
2019469092000000000DESPESAS DE EXERCCIOS ANTERIORES                                                                              S05
2019469092990000000OUTRAS DESPESAS DE EXERCICIOS ANTERIORES                                                                      A06
2019469093000000000INDENIZAES E RESTITUIES                                                                                       S05
2019469093010000000INDENIZACOES                                                                                                  A06
2019469093020000000RESTITUICOES                                                                                                  A06
2019469093990000000DIVERSAS INDENIZACOES E RESTITUICOES                                                                          A06
2019469100000000000APLICAO DIRETA DECORRENTE DE OPERAO ENTRE RGOS FUNDOS E ENTIDADES INTEGRANTES DOS ORAMENTOS                   S04
2019469171000000000PRINCIPAL DA DVIDA CONTRATUAL RESGATADO                                                                       S05
2019469171990000000OUTRAS AMORTIZACOES DA DIVIDA CONTRATADA                                                                      S06
2019469171990100000DIVIDA PARCELADA COM O RPPS                                                                                   A07
2019900000000000000RESERVA DE CONTINGENCIA E RESERVA DO RPPS                                                                     S01
2019990000000000000RESERVA DE CONTINGNICA                                                                                        S02
2019999000000000000RESERVA DE CONTINGENCIA E DO RPPS                                                                             S03
2019999900000000000RESERVA DE CONTINGENCIA E DO RPPS                                                                             S04
2019999999000000000RESERVA DE CONTINGENCIA E DO RPPS                                                                             S05
2019999999990000000RESERVA DE CONTINGNCIA E RESERVA DO RPPS                                                                      A06
2019999999990100000RESERVA DE CONTINGENCIA E DO RPPS                                                                             S07
2019999999990100100RESERVA DE CONTINGENCIA - FONTE DE CREDITOS                                                                   A08
2019999999990100200RESERVA DE CONTINGENCIA - COBERTURA DE PASSIVOS CONTINGENTES                                                  A08
2019999999990100300RESERVA DE CONTINGENCIA DO RPPS                                                                               A08
2019999999990100400RESERVA DE CONTINGENCIA - FONTE PARA EMENDAS INDIVIDUAIS OBRIGATORIAS                                         A08
2020300000000000000DESPESAS CORRENTES                                                                                            S01
2020310000000000000PESSOAL E ENCARGOS SOCIAIS                                                                                    S02
2020313000000000000TRANSFERNCIAS A ESTADOS E AO DISTRITO FEDERAL                                                                 S03
2020313013000000000OBRIGAES PATRONAIS                                                                                            S05
2020313013400000000ENCARGOS DE PESSOAL REQUISITADOS DE OUTROS ENTES                                                              S06
2020313013400100000CONTRIBUIO PATRONAL PARA O RPPS DO ESTADO                                                                     A07
2020314000000000000TRANSFERNCIAS A MUNICPIOS                                                                                     S03
2020314013000000000OBRIGAES PATRONAIS                                                                                            S05
2020314013400000000ENCARGOS DE PESSOAL REQUISITADO DE OUTROS ENTES                                                               S06
2020314013400100000CONTRIBUIO PATRONAL PARA RPPS DE OUTRO MUNICIPIO                                                              A07
2020315000000000000TRANSFERNCIAS A INSTITUIES PRIVADAS SEM FINS LUCRATIVOS                                                       S03
2020315011000000000VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL                                                                 S05
2020315011990000000OUTRAS DESPESAS FIXAS - PESSOAL CIVIL                                                                         S06
2020315011991000000TRANSFERENCIAS DE RECURSOS PARA COBERTURA DE DESPESAS COM PESSOAL CONTRATADO ATRAVS DE INSTITUIES             A07
2020315013000000000OBRIGAES PATRONAIS                                                                                            S05
2020315013010000000FGTS                                                                                                          A06
2020315013020000000INSS                                                                                                          A06
2020317100000000000TRANSFERNCIAS A CONSRCIOS PBLICOS MEDIANTE CONTRATO DE RATEIO                                                 S04
2020317170000000000RATEIO PELA PARTICIPAO EM CONSRCIO PBLICO                                                                     S05
2020317170010000000COFRON                                                                                                        A06
2020319000000000000APLICAES DIRETAS                                                                                              S03
2020319001000000000APOSENTADORIAS DO RPPS RESERVA REMUNERADA E REFORMAS DOS MILITARES                                            S05
2020319001010000000PROVENTOS - PESSOAL CIVIL                                                                                     A06
202031900106000000013 SALARIO - APOSENTADOS - PESSOAL CIVIL                                                                      A06
2020319001990000000OUTRAS APOSENTADORIAS                                                                                         A06
2020319003000000000PENSES DO RPPS E DO MILITAR                                                                                   S05
2020319003010000000PENSES - PESSOAL CIVIL                                                                                        A06
202031900303000000013 SALARIO - PESSOAL CIVIL - PENSIONISTAS                                                                     A06
2020319003990000000OUTRAS PENSOES                                                                                                A06
2020319004000000000CONTRATAO POR TEMPO DETERMINADO                                                                               S05
2020319004010000000PROFESSORES SUBSTITUTOS/VISITANTES                                                                            S06
2020319004010200000CONTRATACAO POR TEMPO DETERMINADO DE PROFESSORES                                                              A07
2020319004150000000OBRIGACOES PATRONAIS                                                                                          S06
2020319004150100000INSS DE PESSOAL CONTRATADO TEMPORARIAMENTE                                                                    A07
2020319004150200000FGTS DE PESSOAL CONTRATADO TEMPORARIAMENTE                                                                    A07
2020319004990000000OUTRAS CONTRATACOES POR TEMPO DETERMINADO                                                                     S06
2020319004990100000CONTRATACAO POR TEMPO DETERMINADO DE PROFISSIONAIS DA SAUDE                                                   S07
2020319004990100100CONTRATACAO TEMPORARIA PARA O PSF                                                                             A08
2020319004990100200CONTRATACAO TEMPORARIA PARA O PACS                                                                            A08
2020319004990109900OUTRAS CONTRATACOES TEMPORARIAS PARA A SAUDE                                                                  A08
2020319004999900000OUTRAS CONTRATACOES POR TEMPO DETERMINADO                                                                     A07
2020319005000000000OUTROS BENEFCIOS PREVIDENCIRIOS DO SERVIDOR OU DO MILITAR                                                     S05
2020319005000100000OUTROS BENEFICIOS PREVIDENCIARIOS - PESSOAL ATIVO                                                             S07
2020319005000100100AUXILIO-DOENCA - PESSOAL ATIVO                                                                                A08
2020319005000100200AUXILIO-RECLUSAO - PESSOAL ATIVO                                                                              A08
2020319005000100300SALARIO MATERNIDADE - PESSOAL ATIVO                                                                           A08
2020319005000100400AUXILIO-ACIDENTE                                                                                              A08
2020319005000100500SALARIO-FAMILIA DE SEGURADOS                                                                                  A08
2020319005000100600ABONO ANUAL  13 SALARIO                                                                                       A08
2020319005000109900OUTROS BENEFICIOS PREVIDENCIARIOS                                                                             A08
2020319005000200000OUTROS BENEFICIOS PREVIDENCIARIOS - PESSOAL INATIVO                                                           S07
2020319005000200100AUXILIO-DOENCA - PESSOAL INATIVO                                                                              A08
2020319005000200200AUXILIO-RECLUSAO - PESSOAL INATIVO                                                                            A08
2020319005000200300SALARIO MATERNIDADE - PESSOAL INATIVO                                                                         A08
2020319005000200400AUXILIO-ACIDENTE                                                                                              A08
2020319005000200500SALARIO-FAMILIA DE SEGURADOS                                                                                  A08
2020319005000200600ABONO ANUAL  13 SALARIO                                                                                       A08
2020319005000209900OUTROS BENEFICIOS PREVIDENCIARIOS                                                                             A08
2020319005000300000OUTROS BENEFICIOS PREVIDENCIARIOS - PENSIONISTAS                                                              S07
2020319005000300100AUXILIO-DOENCA - PENSIONISTAS                                                                                 A08
2020319005000300200AUXILIO-RECLUSAO - PENSIONISTAS                                                                               A08
2020319005000300300SALARIO MATERNIDADE - PENSIONISTAS                                                                            A08
2020319005000300400AUXILIO-ACIDENTE                                                                                              A08
2020319005000300600ABONO ANUAL  13 SALARIO                                                                                       A08
2020319005000309900OUTROS BENEFICIOS PREVIDENCIARIOS                                                                             A08
2020319007000000000CONTRIBUIO A ENTIDADES FECHADAS DE PREVIDNCIA                                                                 S05
2020319007010000000COMPLEMENTACAO DE PREVIDENCIA                                                                                 A06
2020319007030000000CONTRIBUICAO  PATRONAL PREVIDENCIA PRIVADA                                                                    A06
2020319007990000000OUTRAS CONTRIBUICOES                                                                                          A06
2020319008000000000OUTROS BENEFCIOS ASSISTENCIAIS DO SERVIDOR E DO MILITAR                                                       S05
2020319008010000000AUXILIO FUNERAL ATIVO CIVIL                                                                                   A06
2020319008030000000AUXILIO FUNERAL INATIVO CIVIL                                                                                 A06
2020319008050000000AUXILIO NATALIDADE ATIVO CIVIL                                                                                A06
2020319008070000000AUXILIO NATALIDADE INATIVO CIVIL                                                                              A06
2020319008090000000AUXILIO RECLUSAO ATIVO CIVIL                                                                                  A06
2020319008110000000AUXILIO RECLUSAO INATIVO CIVIL                                                                                A06
2020319008130000000AUXILIO FUNERAL PENSIONISTA CIVIL                                                                             A06
2020319008150000000AUXILIO RECLUSAO PENSIONISTA CIVIL                                                                            A06
2020319008180000000AUXILIO NATALIDADE PENSIONISTA CIVIL                                                                          A06
2020319008990000000OUTROS BENEFICIOS ASSISTENCIAIS                                                                               S06
2020319008990100000AUXILIO CRECHE                                                                                                A07
2020319008990200000ASSISTENCIA PRE-ESCOLAR                                                                                       A07
2020319008990300000AUXILIO INVALIDEZ                                                                                             A07
2020319008990400000CONTRIBUICAO DA ENTIDADE PARA O ATENDIMENTO A SAUDE DO SERVIDOR                                               A07
2020319009000000000SALRIO-FAMLIA                                                                                                 S05
2020319009010000000SALARIO FAMILIA - ATIVO PESSOAL CIVIL                                                                         A06
2020319009020000000SALARIO FAMILIA-INATIVO PESSOAL CIVIL                                                                         A06
2020319009050000000SALARIO FAMILIA-PENSIONISTA PESSOAL CIVIL                                                                     A06
2020319009990000000OUTROS SALARIOS-FAMILIA                                                                                       A06
2020319011000000000VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL                                                                 S05
2020319011010000000VENCIMENTOS E SALARIOS                                                                                        S06
2020319011010100000VENCIMENTOS E VANTAGENS FIXAS - SERVIDORES                                                                    S07
2020319011010100100VENCIMENTOS E SALARIOS - PSF                                                                                  A08
2020319011010100200VENCIMENTOS E SALARIOS PACS                                                                                   A08
2020319011010109900VENCIMENTOS E SALARIOS DE OUTROS PROFISSIONAIS                                                                A08
2020319011040000000ADICIONAL NOTURNO                                                                                             A06
2020319011050000000INCORPORACOES                                                                                                 A06
2020319011070000000ABONO DE PERMANENCIA                                                                                          A06
2020319011080000000ADIANTAMENTO PECUNIARIO                                                                                       A06
2020319011090000000ADICIONAL DE PERICULOSIDADE                                                                                   A06
2020319011100000000ADICIONAL DE INSALUBRIDADE                                                                                    A06
2020319011110000000ADICIONAL DE ATIVIDADES PENOSAS                                                                               A06
2020319011300000000ABONO PROVISORIO - PESSOAL CIVIL                                                                              A06
2020319011310000000GRATIFICACAO POR EXERCICIO DE CARGOS                                                                          A06
2020319011330000000GRATIFICACAO POR EXERCICIO DE FUNCOES                                                                         A06
2020319011370000000GRATIFICACAO DE TEMPO DE SERVICO                                                                              A06
2020319011400000000GRATIFICACOES ESPECIAIS                                                                                       A06
2020319011420000000FERIAS INDENIZADAS                                                                                            A06
202031901143000000013 SALARIO                                                                                                    A06
2020319011440000000FERIAS - ABONO PECUNIARIO                                                                                     A06
2020319011450000000FERIAS - ABONO CONSTITUCIONAL                                                                                 A06
2020319011460000000FERIAS - PAGAMENTO ANTECIPADO                                                                                 A06
2020319011470000000LICENCA-PREMIO                                                                                                A06
2020319011480000000LICENA PRMIO INDENIZADA                                                                                       A06
2020319011490000000LICENCA CAPACITACAO                                                                                           A06
2020319011500000000SALARIO MATERNIDADE                                                                                           A06
2020319011520000000LICENA SADE                                                                                                   A06
2020319011730000000REMUNERAO PELA  PARTICIPACAO EM  ORGAOS DE  DELIBERACAO COLETIVA                                              S06
2020319011730100000REMUNERACAO DOS CONSELHEIROS TUTELARES                                                                        A07
