12292535000162010120253101202527022025CAMARA DE VEREADORES DE INDEPENDENCIA-RS                                        
2005300000000000000DESPESAS CORRENTES                                                                                            S01
2018319113000000000OBRIGAES PATRONAIS                                                                                            S05
2018319113030000000CONTRIBUIO PATRONAL PARA O RPPS                                                                               S06
2018319113030100000CONTRIBUICOES PATRONAIS PARA O RPPS - ATIVO CIVIL                                                             A07
2018319113030200000CONTRIBUICOES PATRONAIS PARA O RPPS - INATIVO CIVIL                                                           A07
2018319113030300000CONTRIBUICOES PATRONAIS PARA O RPPS - PENSIONISTA                                                             A07
2018319113030400000CONTRIBUICOES PATRONAIS PARA O RPPS - VEREADORES                                                              A07
2018319113080000000PLANO DE SEGURIDADE  SOCIAL DO SERVIDOR - PESSOAL  ATIVO                                                      S06
2018319113080100000CONTRIBUICAO PATRONAL PARA O ATENDIMENTO A SAUDE DO SERVIDOR ATIVO                                            A07
2018319113080200000CONTRIBUICAO PATRONAL PARA A ASSISTENCIA SOCIAL DO SERVIDOR ATIVO                                             A07
2018319113100000000PLANO DE SEGURIDADE  SOCIAL DO SERVIDOR - PESSOAL  INATIVO                                                    S06
2018319113100100000CONTRIBUICAO PATRONAL PARA O ATENDIMENTO A SAUDE DO SERVIDOR INATIVO                                          A07
2018319113100200000CONTRIBUICAO PATRONAL PARA A ASSISTENCIA SOCIAL DO SERVIDOR INATIVO                                           A07
2018319113120000000PLANO DE SEGURIDADE  SOCIAL DO PENSIONISTA                                                                    S06
2018319113120100000CONTRIBUICAO PATRONAL PARA O ATENDIMENTO A SAUDE DO PENSIONISTA                                               A07
2018319113120200000CONTRIBUICAO PATRONAL PARA A ASSISTENCIA SOCIAL DO PENSIONISTA                                                A07
2018319113150000000MULTAS                                                                                                        S06
2018319113150100000MULTAS SOBRE A CONTRIBUIO PATRONAL PARA O RPPS                                                                A07
2018319113150200000MULTAS SOBRE A CONTRIBUIO PATRONAL PARA O PLANO DE SEGURIDADE  SOCIAL DO SERVIDOR                             A07
2018319113170000000JUROS                                                                                                         S06
2018319113170100000JUROS SOBRE A CONTRIBUIO PATRONAL PARA O RPPS                                                                 A07
2018319113170200000JUROS SOBRE A CONTRIBUIO PATRONAL PARA O PLANO DE SEGURIDADE  SOCIAL DO SERVIDOR                              A07
2018319113400000000ENCARGOS DE PESSOAL REQUISITADO DE OUTROS ENTES                                                               A06
2018319113990000000OUTRAS OBRIGACOES PATRONAIS                                                                                   S06
2018319113990100000AMORTIZAO DO PASSIVO ATUARIAL COM O RPPS - ALQUOTA SUPLEMENTAR                                                A07
2018319192000000000DESPESAS DE EXERCICIOS ANTERIORES                                                                             S05
2018319192050000000OBRIGACOES PATRONAIS - ATIVO CIVIL                                                                            A06
2018319192060000000OBRIGACOES PATRONAIS - INATIVO CIVIL                                                                          A06
2018319192130000000MULTAS                                                                                                        A06
2018319192170000000JUROS                                                                                                         A06
2018319192260000000RESSARCIMENTO DE DESPESAS DE PESSOAL REQUISITADO                                                              A06
2018319192990000000OUTRAS DESPESAS DE EXERCICIOS ANTERIORES                                                                      A06
2018319196000000000RESSARCIMENTO DE DESPESAS DE PESSOAL REQUISITADO - OPERAES INTRA-ORAMENTARIAS                                 S05
2018319196010000000PESSOAL REQUISITADO DE OUTROS ORGOS                                                                           A06
2018320000000000000JUROS E ENCARGOS DA DIVIDA                                                                                    S02
2018329000000000000APLICAES DIRETAS                                                                                              S03
2018329021000000000JUROS SOBRE A DVIDA POR CONTRATO                                                                              S05
2018329021010000000JUROS DA DIVIDA CONTRATADA COM INSTITUICOES FINANCEIRAS                                                       S06
2018329021010100000JUROS DO CAMINHO DA ESCOLA                                                                                    A07
2018329021020000000JUROS DA DIVIDA CONTRATADA COM GOVERNOS                                                                       S06
2018329021020100000JUROS DA DIVIDA CONTRATADA COM A UNIAO                                                                        A07
2018329021020200000JUROS DA DIVIDA CONTRATADA COM O ESTADO                                                                       A07
2018329021030000000JUROS DA DIVIDA CONTRATADA NO EXTERIOR                                                                        A06
2018329021990000000OUTROS JUROS DA DIVIDA CONTRATADA                                                                             A06
2018329022000000000OUTROS ENCARGOS SOBRE A DVIDA POR CONTRATO                                                                    S05
2018329022010000000ENCARGOS DA DIVIDA CONTRATADA COM INSTITUICOES FINANCEIRAS                                                    A06
2018329022020000000ENCARGOS DA DIVIDA CONTRATADA COM GOVERNOS                                                                    S06
2018329022020100000ENCARGOS DA DIVIDA CONTRATADA COM A UNIAO                                                                     A07
2018329022020200000ENCARGOS DA DIVIDA CONTRATADA COM O ESTADO                                                                    A07
2018329022990000000DIVERSOS ENCARGOS DA DIVIDA CONTRATADA                                                                        A06
2018329023000000000JUROS DESGIOS E DESCONTOS DA DVIDA MOBILIRIA                                                                  S05
2018329023010000000JUROS                                                                                                         A06
2018329023020000000DESAGIOS                                                                                                      A06
2018329023030000000DESCONTOS                                                                                                     A06
2018329024000000000OUTROS ENCARGOS SOBRE A DVIDA MOBILIRIA                                                                       S05
2018329024010000000ENCARGOS                                                                                                      A06
2018329025000000000ENCARGOS SOBRE OPERAES DE CRDITO POR ANTECIPAO DA RECEITA                                                     S05
2018329025010000000ENCARGOS SOBRE ADIANTAMENTOS BANCARIOS                                                                        A06
2018329091000000000SENTENCAS JUDICIAIS                                                                                           A05
2018329092000000000DESPESAS DE EXERCICIOS ANTERIORES                                                                             S05
2018329092010000000JUROS DA DIVIDA INTERNA                                                                                       A06
2018329092020000000ENCARGOS DA DIVIDA INTERNA                                                                                    A06
2018329092040000000ENCARGOS DA DIVIDA EXTERNA                                                                                    A06
2018329093000000000INDENIZAES E RESTITUIES                                                                                       S05
2018329093990000000OUTRAS INDENIZACOES E RESTITUICOES                                                                            A06
2018330000000000000OUTRAS DESPESAS CORRENTES                                                                                     S02
2018332000000000000TRANSFERENCIAS A UNIAO                                                                                        S03
2018332001000000000APOSENTADORIAS RESERVA REMUNERADA E REFORMAS                                                                  S05
2018332001010000000COMPENSACAO PREVIDAPOSENTADORIAS ENTRE RPPS E RGPS                                                            S06
2018332001010100000COMPENSACAO PREVIDENCIARIA - APOSENTADORIAS ENTRE PM E RGPS                                                   A07
2018332001010200000COMPENSACAO PREVIDENCIARIA - APOSENTADORIAS ENTRE RPPS E RGPS                                                 A07
2018332003000000000PENSOES                                                                                                       S05
2018332003010000000COMPENSACAO PREVIDDE PENSOES ENTRE RPPS E RGPS                                                                S06
2018332003010100000COMPENSACAO PREVIDENCIARIA - PENSOES ENTRE PM E RGPS                                                          A07
2018332003010200000COMPENSACAO PREVIDENCIARIA - PENSOES ENTRE RPPS E RGPS                                                        A07
2018332039000000000OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                                                S05
2018332039000100000PAGAMENTO DE LAUDEMIO                                                                                         A07
2018332041000000000CONTRIBUICOES                                                                                                 S05
2018332041990000000OUTRAS CONTRIBUICOES                                                                                          S06
2018332041990100000TRANSFERENCIAS FUNSET-FUNDO NACSEGURANCA EDUCTRANSITOLF 9503/97                                               A07
2018332041990200000TRANSFERENCIA VALORES A JUSTICA ELEITORAL                                                                     A07
2018332093000000000INDENIZAES E RESTITUIES                                                                                       S05
2018332093000100000RESTITUICAO DE TRANSFERENCIAS E CONVENIOS RECEBIDOS DA UNIAO                                                  A07
2018332200000000000EXECUO ORAMENTRIA DELEGADA  UNIO                                                                              S04
2018332230000000000MATERIAL DE CONSUMO                                                                                           A05
2018332239000000000OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                                                A05
2018333000000000000TRANSFERENCIAS A ESTADOS E AO DISTRITO FEDERAL                                                                S03
2018333041000000000CONTRIBUICOES                                                                                                 S05
2018333041390000000RIO GRANDE DO SUL                                                                                             S06
2018333041390100000COMPENSACAO FINANCEIRA 9 ART201 DA CF                                                                         A07
2018333041390200000PROGRAMA TROCA-TROCA                                                                                          A07
2018333041390300000TRANSFERENCIAS PARA GRUPAMENTOS DE INCENDIO                                                                   A07
2018333043000000000SUBVENCOES SOCIAIS                                                                                            S05
2018333043390000000RIO GRANDE DO SUL                                                                                             A06
2018333047000000000OBRIGACOES TRIBUTARIAS E CONTRIBUTIVAS                                                                        S05
2018333047990000000OUTRAS OBRIGACOES TRIBUTARIAS E CONTRIBUTIVAS                                                                 A06
2018333093000000000INDENIZAES E RESTITUIES                                                                                       S05
2018333093390000000RIO GRANDE DO SUL                                                                                             S06
2018333093390100000RESTITUICAO DE TRANSFERENCIAS E CONVENIOS RECEBIDOS DO ESTADO                                                 A07
2018333093390200000RESTITUICAO DE IPVA                                                                                           A07
2018333100000000000TRANSFERNCIAS A ESTADOS E AO DISTRITO FEDERAL - FUNDO A FUNDO                                                 S04
2018333141000000000CONTRIBUIES                                                                                                   A05
2018333200000000000EXECUO ORAMENTRIA DELEGADA A ESTADOS E AO DISTRITO FEDERAL                                                    S04
2018333230000000000MATERIAL DE CONSUMO                                                                                           A05
2018333239000000000OUTROS SERVIOS DE TERCEIROS - PESSOA JURDICA                                                                  A05
2018334000000000000TRANSFERENCIAS A MUNICIPIOS                                                                                   S03
2018334041000000000CONTRIBUICOES                                                                                                 S05
2018334041390000000A MUNICIPIOS DO ESTADO DO RIO GRANDE DO SUL                                                                   S06
2018334041390100000COMPENSACAO FINANCEIRA 9 ART201 DA CF                                                                         A07
2018334041390200000CONTRIBUICOES A ESCOLAS MUNICIPAIS                                                                            A07
2018334041390300000CONTRIBUICOES MUNICIPIO POLO DA CONTRAPARTIDA CONVENIO C/UNIAO                                                A07
2018334041390400000TRANSFERENCIA A MUNICIPIO EMANCIPADO PARA ACERTO DE  CONTAS                                                   A07
2018334047000000000OBRIGAES TRIBUTARIAS E CONTRIBUTIVAS                                                                          S05
2018334047990000000OUTRAS OBRIGAES TRIBUTARIAS E CONTRIBUTIVAS                                                                   S06
2018334047990100000CONTRIBUIO PATRONAL PARA  RPPS DE OUTRO MUNICIPIO                                                             A07
2018334093000000000INDENIZACOES E RESTITUICOES                                                                                   S05
2018334093990000000OUTRAS INDENIZACOES E RESTITUICOES                                                                            S06
2018334093990100000RESTITUICAO DE TRANSFERENCIAS E CONVENIOS RECEBIDOS DOS MUNICIPIOS                                            A07
2018334200000000000EXECUO ORAMENTRIA DELEGADA A MUNICPIOS                                                                        S04
2018334239000000000OUTROS SERVIOS DE TERCEIROS - PESSOA JURDICA                                                                  A05
2018335000000000000TRANSFERNCIAS A INSTITUIES PRIVADAS SEM FINS LUCRATIVOS                                                       S03
2018335041000000000CONTRIBUICOES                                                                                                 S05
2018335041010000000INSTITUICOES DE CARATER ASSISTENCIAL  CULTURAL E EDUCACIONAL                                                  S06
2018335041010100000PROGRAMA DINHEIRO DIRETO NAS ESCOLAS - PDDE                                                                   A07
2018335041030000000INSTITUICOES DE PESQUISA  E DESENVOLVIMENTO TECNOLOGICO                                                       A06
2018335041080000000ENTIDADES REPRESENTATIVAS DE CLASSE                                                                           A06
2018335041990000000OUTRAS INSTITUICOES PRIVADAS                                                                                  A06
2018335043000000000SUBVENCOES SOCIAIS                                                                                            S05
2018335043010000000INSTITUICOES DE CARATER ASSISTENCIAL  CULTURAL E EDUCACIONAL                                                  A06
2018335043990000000OUTRAS INSTITUICOES PRIVADAS                                                                                  A06
2018335092000000000DESPESAS DE EXERCICIOS ANTERIORES                                                                             S05
2018335092990000000OUTRAS DESPESAS DE EXERCICIOS ANTERIORES                                                                      A06
2018335093000000000INDENIZAES E RESTITUIES                                                                                       S05
2018335093020000000RESTITUICOES                                                                                                  S06
2018335093020100000RESTITUIES A ENTIDADES PRIVADAS SEM FINS LUCRATIVOS                                                           A07
2018336000000000000TRANSFERNCIAS A INSTITUIES PRIVADAS COM FINS LUCRATIVOS                                                       S03
2018336045000000000SUBVENES ECONMICAS                                                                                            A05
2018337000000000000TRANSFERNCIAS A INSTITUIES MULTIGOVERNAMENTAIS                                                                S03
2018337041000000000CONTRIBUICOES                                                                                                 S05
2018337041990000000OUTRAS CONTRIBUICOES                                                                                          S06
2018337100000000000TRANSFERNCIAS A CONSRCIOS PBLICOS                                                                             S04
2018337170000000000RATEIO PELA PARTICIPAO EM CONSRCIO PBLICO                                                                     S05
2018337170010000000COFRON                                                                                                        A06
2018337170020000000CISMISSOES                                                                                                    A06
2018337170030000000CIGRES                                                                                                        A06
2018337200000000000EXECUO ORAMENTRIA DELEGADA A CONSRCIOS PBLICOS                                                                S04
2018337239000000000OUTROS SERVIOS DE TERCEIROS - PESSOA JURDICA                                                                  A05
2018339000000000000APLICAES DIRETAS                                                                                              S03
2018339014000000000DIRIAS -  CIVIL                                                                                               S05
2018339014140000000DIARIAS NO PAIS                                                                                               A06
2018339014160000000DIARIAS NO EXTERIOR                                                                                           A06
2018339014990000000OUTRAS DIARIAS                                                                                                A06
2018339018000000000AUXLIO FINANCEIRO A ESTUDANTES                                                                                S05
2018339018010000000BOLSAS DE ESTUDO NO PAIS                                                                                      A06
2018339018020000000BOLSAS DE ESTUDO NO EXTERIOR                                                                                  A06
2018339018030000000BOLSA ESCOLA - BENEFICIO                                                                                      A06
2018339018990000000OUTROS AUXILIOS FINANCEIROS A ESTUDANTES                                                                      A06
2018339020000000000AUXLIO FINANCEIRO A PESQUISADORES                                                                             S05
2018339020010000000AUXILIO A PESQUISADORES                                                                                       A06
2018339030000000000MATERIAL DE CONSUMO                                                                                           S05
2018339030010000000COMBUSTIVEIS E LUBRIFICANTES AUTOMOTIVOS                                                                      A06
2018339030020000000COMBUSTIVEIS E LUBRIFICANTES DE AVIACAO                                                                       A06
2018339030030000000COMBUSTIVEIS E LUBRIFICANTES  PARA  OUTRAS FINALIDADES                                                        A06
2018339030040000000GAS E OUTROS MATERIAIS ENGARRAFADOS                                                                           A06
2018339030050000000EXPLOSIVOS E MUNICOES                                                                                         A06
2018339030060000000ALIMENTOS PARA ANIMAIS                                                                                        A06
2018339030070000000GENEROS DE ALIMENTACAO                                                                                        S06
2018339030070100000MERENDA ESCOLAR                                                                                               S07
2018339030070100100MERENDA ESCOLAR ADQUIRIDA DA AGRICULTURA FAMILIAR                                                             A08
2018339030070100200MERENDA ESCOLAR ADQUIRIDAS DE OUTRAS FONTES                                                                   A08
2018339030079900000OUTROS GENEROS DE ALIMENTACAO                                                                                 A07
2018339030080000000ANIMAIS PARA PESQUISA E ABATE                                                                                 A06
2018339030090000000MATERIAL FARMACOLOGICO                                                                                        A06
2018339030100000000MATERIAL ODONTOLOGICO                                                                                         A06
2018339030110000000MATERIAL QUIMICO                                                                                              A06
2018339030120000000MATERIAL DE COUDELARIA OU DE USO ZOOTECNICO                                                                   A06
2018339030130000000MATERIAL DE CACA E PESCA                                                                                      A06
2018339030140000000MATERIAL EDUCATIVO E ESPORTIVO                                                                                A06
2018339030150000000MATERIAL PARA  FESTIVIDADES E HOMENAGENS                                                                      A06
2018339030160000000MATERIAL DE EXPEDIENTE                                                                                        A06
2018339030170000000MATERIAL DE PROCESSAMENTO DE DADOS                                                                            A06
2018339030180000000MATERIAIS E MEDICAMENTOS PARA  USO VETERINARIO                                                                A06
2018339030190000000MATERIAL DE ACONDICIONAMENTO E EMBALAGEM                                                                      A06
2018339030200000000MATERIAL DE CAMA MESA E BANHO                                                                                 A06
2018339030210000000MATERIAL DE COPA E COZINHA                                                                                    A06
2018339030220000000MATERIAL DE LIMPEZA E PRODUTOS  DE HIGIENIZACAO                                                               A06
2018339030230000000UNIFORMES TECIDOS E AVIAMENTOS                                                                                A06
2018339030240000000MATERIAL PARA  MANUTENCAO DE BENS IMOVEIS / INSTALAES                                                         A06
2018339030250000000MATERIAL PARA  MANUTENCAO DE BENS MOVEIS                                                                      A06
2018339030260000000MATERIAL ELETRICO E ELETRONICO                                                                                A06
2018339030270000000MATERIAL DE MANOBRA E PATRULHAMENTO                                                                           A06
2018339030280000000MATERIAL DE PROTECAO E SEGURANCA                                                                              A06
2018339030290000000MATERIAL PARA  AUDIO VIDEO E FOTO                                                                             A06
2018339030300000000MATERIAL PARA COMUNICACOES                                                                                    A06
2018339030310000000SEMENTES MUDAS DE PLANTAS E INSUMOS                                                                           A06
2018339030320000000SUPRIMENTO DE AVIACAO                                                                                         A06
2018339030330000000MATERIAL PARA  PRODUCAO INDUSTRIAL                                                                            A06
2018339030340000000SOBRESSAL MAQE MOTORES NAVIOS E EMBARCACOES                                                                   A06
2018339030350000000MATERIAL LABORATORIAL                                                                                         A06
2018339030360000000MATERIAL HOSPITALAR                                                                                           A06
2018339030370000000SOBRESSALENTES DE ARMAMENTO                                                                                   A06
2018339030380000000SUPRIMENTO DE PROTECAO AO VOO                                                                                 A06
2018339030390000000MATERIAL PARA  MANUTENCAO DE VEICULOS                                                                         A06
2018339030400000000MATERIAL BIOLOGICO                                                                                            A06
2018339030410000000MATERIAL PARA  UTILIZACAO EM GRAFICA                                                                          A06
2018339030420000000FERRAMENTAS                                                                                                   A06
2018339030430000000MATERIAL PARA  REABILITACAO PROFISSIONAL                                                                      A06
2018339030440000000MATERIAL DE SINALIZACAO VISUAL E OUTROS                                                                       A06
2018339030450000000MATERIAL TECNICO PARA  SELECAO E TREINAMENTO                                                                  A06
2018339030460000000MATERIAL BIBLIOGRAFICO                                                                                        A06
2018339030490000000BILHETES DE PASSAGEM                                                                                          A06
2018339030500000000BANDEIRAS FLAMULAS E INSIGNIAS                                                                                A06
2018339030510000000DISCOTECAS E FILMOTECAS NAO IMOBILIZAVEL                                                                      A06
2018339030540000000MATERIAL PARA MANUTENO E CONSERVAO DE ESTRADAS E VIAS                                                         A06
2018339030960000000MATERIAL DE CONSUMO - PAGAMENTO  ANTECIPADO                                                                   A06
2018339030990000000OUTROS MATERIAIS DE CONSUMO                                                                                   S06
2018339030990100000MATERIAL PARA MANUTENCAO DE MAQUINAS E EQUIPAMENTOS                                                           A07
2018339030990200000MATERIAIS PARA DOACAO                                                                                         A07
2018339030990300000MATERIAL PARA SUBSTITUICAO EM BENS DE TERCEIROS DANIFICADOS PELO MUNICIPIO                                    A07
2018339031000000000PREMIAES CULTURAIS ARTSTICAS CIENTFICAS DESPORTIVAS E OUTRAS                                                  S05
2018339031010000000PREMIACOES CULTURAIS                                                                                          A06
2018339031020000000PREMIACOES ARTISTICAS                                                                                         A06
2018339031030000000PREMIACOES CIENTIFICAS                                                                                        A06
2018339031040000000PREMIACOES DESPORTIVAS                                                                                        A06
2018339031050000000ORDENS HONORIFICAS                                                                                            A06
2018339031990000000OUTRAS PREMIACOES                                                                                             A06
2018339032000000000MATERIAL BEM OU SERVIO PARA DISTRIBUIO GRATUITA                                                               S05
2018339032010000000SERVICOS PRESTADOS GRATUITAMENTE                                                                              A06
2018339032020000000MATERIAL DE SAUDE DISTRIBUIDO GRATUITAMENTE                                                                   S06
2018339032020100000MEDICAMENTOS                                                                                                  A07
2018339032020200000MATERIAL HOSPITALAR                                                                                           A07
2018339032020300000OUTROS MATERIAIS DE DISTRIBUICAO GRATUITA                                                                     A07
2018339032030000000MATERIAL DESTINADO A ASSISTENCIA SOCIAL                                                                       S06
2018339032030100000MEDICAMENTOS                                                                                                  A07
2018339032030200000OUTROS MATERIAIS DE DISTRIBUICAO GRATUITA                                                                     A07
2018339032040000000MATERIAL EDUCACIONAL E CULTURAL                                                                               A06
2018339032050000000MERCADORIAS PARA DOACAO                                                                                       A06
2018339032070000000MATERIAL PARA CERIMONIAL                                                                                      A06
2018339032080000000MATERIAL PARA REABILITACAO PROFISSIONAL                                                                       A06
2018339032090000000MATERIAL PARA DIVULGACAO                                                                                      A06
2018339032100000000CONSULTAS E EXAMES PAGOS POR ADIANTAMENTO                                                                     A06
2018339032110000000SERVIOS PRESTADOS GRATUITAMENTE                                                                               A06
2018339032960000000MATERIAL DE DISTRIBUICAO GRATUITA - PAGAMENTO ANTECIPADO                                                      A06
2018339032990000000OUTROS MATERIAIS DE DISTRIBUICAO GRATUITA                                                                     A06
2018339033000000000PASSAGENS E DESPESAS COM LOCOMOO                                                                              S05
2018339033010000000PASSAGENS PARA O PAIS                                                                                         A06
2018339033020000000PASSAGENS PARA O EXTERIOR                                                                                     A06
2018339033030000000LOCACAO DE MEIOS DE TRANSPORTE                                                                                A06
2018339033050000000LOCOMOCAO URBANA                                                                                              A06
2018339033080000000PEDAGIOS                                                                                                      A06
2018339033960000000PASSAGENS E DESPESAS COM LOCOMOCAO-PAGAMENTO ANTECIPADO                                                       A06
2018339033990000000OUTRAS DESPESAS COM LOCOMOCAO                                                                                 A06
2018339035000000000SERVICOS DE CONSULTORIA                                                                                       S05
2018339035010000000ASSESSORIA E CONSULTORIA TECNICA OU JURIDICA                                                                  A06
2018339035020000000AUDITORIA EXTERNA                                                                                             A06
2018339035040000000CONSULTORIA EM TECNOCLOGIA DA INFORMAO                                                                        A06
2018339035960000000SERVICOS DE CONSULTORIA - PAGTO ANTECIPADO                                                                    A06
2018339035990000000OUTROS SERVICOS DE CONSULTORIA                                                                                A06
2018339036000000000OUTROS SERVIOS DE TERCEIROS - PESSOA FSICA                                                                    S05
2018339036010000000CONDOMINIOS                                                                                                   A06
2018339036020000000DIARIAS A COLABORADORES EVENTUAIS NO PAIS                                                                     A06
2018339036030000000DIARIAS A COLABORADORES EVENTUAIS NO EXTERIOR                                                                 A06
2018339036040000000COMISSOES E CORRETAGENS                                                                                       A06
2018339036050000000DIREITOS AUTORAIS                                                                                             A06
2018339036060000000SERVICOS TECNICOS PROFISSIONAIS                                                                               A06
2018339036070000000ESTAGIARIOS                                                                                                   A06
2018339036080000000BOLSA DE INICIACAO AO TRABALHO                                                                                A06
2018339036110000000PRO-LABORE A CONSULTORES EVENTUAIS                                                                            A06
2018339036130000000CONFERENCIAS E EXPOSICOES E ESPETCULOS                                                                        A06
2018339036140000000ARMAZENAGEM                                                                                                   A06
2018339036150000000LOCACAO DE IMOVEIS                                                                                            A06
2018339036160000000LOCACAO DE BENS MOVEIS E INTANGIVEIS                                                                          A06
2018339036180000000MANUTENCAO E CONSERVACAO  DE EQUIPAMENTOS                                                                     A06
2018339036200000000MANUTENCAO E CONSERVACAO  DE VEICULOS                                                                         A06
2018339036210000000MANUTENCAO E CONSERVACAO DE BENS MOVEIS DE OUTRAS NATUREZAS                                                   A06
2018339036220000000MANUTENCAO E CONSERVACAO  DE BENS IMOVEIS                                                                     A06
2018339036230000000FORNECIMENTO DE ALIMENTACAO                                                                                   A06
2018339036250000000SERVICOS DE LIMPEZA E CONSERVACAO                                                                             A06
2018339036260000000SERVICOS DOMESTICOS                                                                                           A06
2018339036270000000SERVICOS DE COMUNICACAO EM GERAL                                                                              A06
2018339036280000000SERVICO DE SELECAO E TREINAMENTO                                                                              A06
2018339036290000000HONORARIOS ADVOCATICIOS - ONUS DA SUCUMBENCIA                                                                 A06
2018339036300000000SERVICOS MEDICOS E ODONTOLOGICOS                                                                              A06
2018339036310000000SERVICOS DE REABILITACAO PROFISSIONAL                                                                         A06
2018339036320000000SERVICOS DE ASSISTENCIA SOCIAL                                                                                A06
2018339036340000000SERVICOS DE PERICIAS MEDICAS POR BENEFICIOS                                                                   A06
2018339036350000000SERVICOS  DE APOIO ADMINISTRATIVOS TECNICO E OPERACIONAL                                                      A06
2018339036360000000SERVICOS DE CONSERVACAO E REBENEFICIAMENTO  DE MERCADORIAS                                                    A06
2018339036370000000CONFECCAO DE MATERIAL DE ACONDICIONAMENTO  E EMBALAGEM                                                        A06
2018339036380000000CONFECCAO DE UNIFORMES BANDEIRAS E FLAMULAS                                                                   A06
2018339036390000000FRETES E TRANSPORTES DE ENCOMENDAS                                                                            A06
2018339036420000000JUROS                                                                                                         A06
2018339036450000000JETONS A CONSELHEIROS                                                                                         A06
2018339036460000000DIARIAS A CONSELHEIROS                                                                                        A06
2018339036540000000MANUTENO E CONSERVAO DE EQUIPAMENTO DE PROCESSAMENTO DE DADOS                                                 A06
2018339036570000000SERVIOS TCNICOS DE PROFISSIONAIS DE TI                                                                        A06
2018339036590000000SERVICOS DE AUDIO VIDEO E FOTO                                                                                A06
2018339036960000000OUTROS SERVICOS DE TERCEIROS PESSOA FISICA - PAGAMENTO ANTECIPADO                                             A06
2018339036990000000OUTROS SERVICOS                                                                                               S06
2018339036990100000SERVICOS NOTARIAIS                                                                                            A07
2018339037000000000LOCAO DE MO-DE-OBRA                                                                                           S05
2018339037010000000APOIO ADMINISTRATIVO TECNICO E OPERACIONAL                                                                    A06
2018339037020000000LIMPEZA E CONSERVACAO                                                                                         A06
2018339037030000000VIGILANCIA OSTENSIVA                                                                                          A06
2018339037040000000MANUTENCAO E CONSERVACAO DE BENS IMOVEIS                                                                      A06
2018339037050000000SERVICOS DE COPA E COZINHA                                                                                    A06
2018339037060000000MANUTENCAO E CONSERVACAO DE BENS MOVEIS                                                                       A06
2018339037090000000MANUTENO DE SOFTWARE                                                                                          A06
2018339037270000000SUPORTE A INFRAESTRUTURA DE TI                                                                                A06
2018339037280000000SUPORTE A USURIO DE TI                                                                                        A06
2018339037960000000LOCACAO DE MAO-DE-OBRA - PAGAMENTO  ANTECIPADO                                                                A06
2018339037990000000OUTRAS LOCACOES DE MAO DE OBRA                                                                                A06
2018339038000000000ARRENDAMENTO MERCANTIL                                                                                        S05
2018339038010000000MAQUINAS E APARELHOS                                                                                          A06
2018339038030000000VEICULOS RODOVIARIOS                                                                                          A06
2018339038040000000OUTROS BENS MOVEIS                                                                                            A06
2018339038050000000BENS IMOVEIS                                                                                                  A06
2018339038990000000OUTROS ARRENDAMENTOS                                                                                          A06
2018339039000000000OUTROS SERVIOS DE TERCEIROS - PESSOA JURDICA                                                                  S05
2018339039010000000ASSINATURAS DE PERIODICOS E ANUIDADES                                                                         A06
2018339039020000000CONDOMINIOS                                                                                                   A06
2018339039030000000COMISSOES CORRETAGENS E CUSTODIAS                                                                             A06
2018339039040000000DIREITOS AUTORAIS                                                                                             A06
2018339039050000000SERVICOS TECNICOS PROFISSIONAIS                                                                               A06
2018339039080000000MANUTENO DE SOFTWARE                                                                                          A06
2018339039090000000ARMAZENAGEM                                                                                                   A06
2018339039100000000LOCACAO DE IMOVEIS                                                                                            A06
2018339039110000000LOCAO DE SOFTWARES                                                                                            A06
2018339039120000000LOCACAO DE MAQUINAS E EQUIPAMENTOS                                                                            A06
2018339039140000000LOCACAO BENS MOVEIS  OUTRAS NATUREZAS E INTANGIVEIS                                                           A06
2018339039150000000TRIBUTOS A CONTA DO LOCATARIO                                                                                 A06
2018339039160000000MANUTENCAO E CONSERVACAO  DE BENS IMOVEIS                                                                     A06
2018339039170000000MANUTENCAO  E CONSERVACAO DE MAQUINAS E EQUIPAMENTOS                                                          A06
2018339039190000000MANUTENCAO E CONSERVACAO DE VEICULOS                                                                          A06
2018339039200000000MANUTENCAO E CONSERVACAO DE BENS MOVEIS DE OUTRAS NATUREZAS                                                   A06
2018339039210000000MANUTENCAO E CONSERVACAO  DE ESTRADAS E VIAS                                                                  A06
2018339039220000000EXPOSICOES CONGRESSOS E CONFERENCIAS                                                                          A06
2018339039230000000FESTIVIDADES E HOMENAGENS                                                                                     A06
2018339039250000000TAXA DE ADMINISTRAO                                                                                           A06
2018339039260000000DESENVOLVIMENTO DE SOFTWARE                                                                                   A06
